4 digit NTD ID,Year,w_cty,h_cty,Modes,Sum of Total no of jobs,Average of Avg(Trip_Count)
2187,2011,36055,36079,MB,508860,5418.75
2183,2011,36055,36081,DR,6547332,2669.75
2187,2011,36055,36081,MB,6547332,5418.75
2183,2011,36055,36083,DR,5586152,2669.75
2187,2011,36055,36083,MB,5586152,5418.75
2183,2011,36055,36085,DR,949872,2669.75
2187,2011,36055,36085,MB,949872,5418.75
2183,2011,36055,36087,DR,1356960,2669.75
2187,2011,36055,36087,MB,1356960,5418.75
2183,2011,36055,36089,DR,4885056,2669.75
2187,2011,36055,36089,MB,4885056,5418.75
2183,2011,36055,36091,DR,8186992,2669.75
2187,2011,36055,36091,MB,8186992,5418.75
2183,2011,36055,36093,DR,5450456,2669.75
2187,2011,36055,36093,MB,5450456,5418.75
2183,2011,36055,36097,DR,2374680,2669.75
2187,2011,36055,36097,MB,2374680,5418.75
2183,2011,36055,36099,DR,11364540,2669.75
2187,2011,36055,36099,MB,11364540,5418.75
2183,2011,36055,36101,DR,23204016,2669.75
2187,2011,36055,36101,MB,23204016,5418.75
2183,2011,36055,36103,DR,8390536,2669.75
2187,2011,36055,36103,MB,8390536,5418.75
2183,2011,36055,36105,DR,2137212,2669.75
2187,2011,36055,36105,MB,2137212,5418.75
2183,2011,36055,36107,DR,6434252,2669.75
2187,2011,36055,36107,MB,6434252,5418.75
2183,2011,36055,36109,DR,384472,2669.75
2187,2011,36055,36109,MB,384472,5418.75
2183,2011,36055,36111,DR,1650968,2669.75
2187,2011,36055,36111,MB,1650968,5418.75
2183,2011,36055,36113,DR,5518304,2669.75
2187,2011,36055,36113,MB,5518304,5418.75
2183,2011,36055,36117,DR,177953996,2669.75
2187,2011,36055,36117,MB,177953996,5418.75
2183,2011,36055,36119,DR,5540920,2669.75
2187,2011,36055,36119,MB,5540920,5418.75
2183,2011,36055,36121,DR,23961652,2669.75
2187,2011,36055,36121,MB,23961652,5418.75
2183,2011,36055,36123,DR,6219400,2669.75
2187,2011,36055,36123,MB,6219400,5418.75
2183,2012,36055,36001,DR,9623108,2313.5
2187,2012,36055,36001,MB,9623108,648153.04
2183,2012,36055,36003,DR,5450456,2313.5
2187,2012,36055,36003,MB,5450456,648153.04
2183,2012,36055,36005,DR,3087084,2313.5
2187,2012,36055,36005,MB,3087084,648153.04
2183,2012,36055,36007,DR,15537192,2313.5
2187,2012,36055,36007,MB,15537192,648153.04
2183,2012,36055,36009,DR,9261252,2313.5
2187,2012,36055,36009,MB,9261252,648153.04
2183,2012,36055,36011,DR,11782936,2313.5
2187,2012,36055,36011,MB,11782936,648153.04
2183,2012,36055,36013,DR,11907324,2313.5
2187,2012,36055,36013,MB,11907324,648153.04
2183,2012,36055,36015,DR,12484032,2313.5
2187,2012,36055,36015,MB,12484032,648153.04
2183,2012,36055,36017,DR,8899396,2313.5
2187,2012,36055,36017,MB,8899396,648153.04
2183,2012,36055,36019,DR,3844720,2313.5
2187,2012,36055,36019,MB,3844720,648153.04
2183,2012,36055,36021,DR,3121008,2313.5
2187,2012,36055,36021,MB,3121008,648153.04
2183,2012,36055,36023,DR,214852,2313.5
2187,2012,36055,36023,MB,214852,648153.04
2183,2012,36055,36025,DR,3946492,2313.5
2187,2012,36055,36025,MB,3946492,648153.04
2183,2012,36055,36027,DR,2318140,2313.5
2187,2012,36055,36027,MB,2318140,648153.04
2183,2012,36055,36029,DR,115986156,2313.5
2187,2012,36055,36029,MB,115986156,648153.04
2183,2012,36055,36031,DR,3901260,2313.5
2187,2012,36055,36031,MB,3901260,648153.04
2183,2012,36055,36033,DR,67848,2313.5
2187,2012,36055,36033,MB,67848,648153.04
2183,2012,36055,36037,DR,66728508,2313.5
2187,2012,36055,36037,MB,66728508,648153.04
2183,2012,36055,36039,DR,158312,2313.5
2187,2012,36055,36039,MB,158312,648153.04
2183,2012,36055,36043,DR,5846236,2313.5
2187,2012,36055,36043,MB,5846236,648153.04
2183,2012,36055,36045,DR,2702612,2313.5
2187,2012,36055,36045,MB,2702612,648153.04
2183,2012,36055,36047,DR,7372816,2313.5
2187,2012,36055,36047,MB,7372816,648153.04
2183,2012,36055,36049,DR,3991724,2313.5
2187,2012,36055,36049,MB,3991724,648153.04
2183,2012,36055,36051,DR,108522876,2313.5
2187,2012,36055,36051,MB,108522876,648153.04
2183,2012,36055,36053,DR,10765216,2313.5
2187,2012,36055,36053,MB,10765216,648153.04
2183,2012,36055,36057,DR,4150036,2313.5
2187,2012,36055,36057,MB,4150036,648153.04
2183,2012,36055,36059,DR,7587668,2313.5
2187,2012,36055,36059,MB,7587668,648153.04
2183,2012,36055,36061,DR,7700748,2313.5
2187,2012,36055,36061,MB,7700748,648153.04
2183,2012,36055,36063,DR,29027636,2313.5
2187,2012,36055,36063,MB,29027636,648153.04
2183,2012,36055,36065,DR,6965728,2313.5
2187,2012,36055,36065,MB,6965728,648153.04
2183,2012,36055,36067,DR,69792976,2313.5
2187,2012,36055,36067,MB,69792976,648153.04
2183,2012,36055,36069,DR,171203120,2313.5
2187,2012,36055,36069,MB,171203120,648153.04
2183,2012,36055,36071,DR,4398812,2313.5
2187,2012,36055,36071,MB,4398812,648153.04
2183,2012,36055,36073,DR,59683624,2313.5
2187,2012,36055,36073,MB,59683624,648153.04
2183,2012,36055,36075,DR,16147824,2313.5
2187,2012,36055,36075,MB,16147824,648153.04
2183,2012,36055,36079,DR,384472,2313.5
2187,2012,36055,36079,MB,384472,648153.04
2183,2012,36055,36081,DR,4862440,2313.5
2187,2012,36055,36081,MB,4862440,648153.04
2183,2012,36055,36083,DR,5303452,2313.5
2187,2012,36055,36083,MB,5303452,648153.04
2183,2012,36055,36085,DR,995104,2313.5
2187,2012,36055,36085,MB,995104,648153.04
2183,2012,36055,36087,DR,2046748,2313.5
2187,2012,36055,36087,MB,2046748,648153.04
2183,2012,36055,36089,DR,4952904,2313.5
2187,2012,36055,36089,MB,4952904,648153.04
2183,2012,36055,36091,DR,8424460,2313.5
2187,2012,36055,36091,MB,8424460,648153.04
2183,2012,36055,36093,DR,5111216,2313.5
2187,2012,36055,36093,MB,5111216,648153.04
2183,2012,36055,36097,DR,2815692,2313.5
2187,2012,36055,36097,MB,2815692,648153.04
2183,2012,36055,36099,DR,11194920,2313.5
2187,2012,36055,36099,MB,11194920,648153.04
2183,2012,36055,36101,DR,24040808,2313.5
2187,2012,36055,36101,MB,24040808,648153.04
2183,2012,36055,36103,DR,9227328,2313.5
2187,2012,36055,36103,MB,9227328,648153.04
2183,2012,36055,36105,DR,2103288,2313.5
2187,2012,36055,36105,MB,2103288,648153.04
2183,2012,36055,36107,DR,6660412,2313.5
2187,2012,36055,36107,MB,6660412,648153.04
2183,2012,36055,36109,DR,486244,2313.5
2187,2012,36055,36109,MB,486244,648153.04
2183,2012,36055,36111,DR,2046748,2313.5
2187,2012,36055,36111,MB,2046748,648153.04
2183,2012,36055,36113,DR,5269528,2313.5
2187,2012,36055,36113,MB,5269528,648153.04
2183,2012,36055,36117,DR,182974748,2313.5
2187,2012,36055,36117,MB,182974748,648153.04
2183,2012,36055,36119,DR,5156448,2313.5
2187,2012,36055,36119,MB,5156448,648153.04
2183,2012,36055,36121,DR,23396252,2313.5
2187,2012,36055,36121,MB,23396252,648153.04
2183,2012,36055,36123,DR,6355096,2313.5
2187,2012,36055,36123,MB,6355096,648153.04
2183,2013,36055,36001,DR,10414668,1947.8300000000002
2187,2013,36055,36001,MB,10414668,648153.04
2183,2013,36055,36003,DR,6061088,1947.8300000000002
2187,2013,36055,36003,MB,6061088,648153.04
2183,2013,36055,36005,DR,4003032,1947.8300000000002
2187,2013,36055,36005,MB,4003032,648153.04
2183,2013,36055,36007,DR,15808584,1947.8300000000002
2187,2013,36055,36007,MB,15808584,648153.04
2183,2013,36055,36009,DR,9928424,1947.8300000000002
2187,2013,36055,36009,MB,9928424,648153.04
2183,2013,36055,36011,DR,12178716,1947.8300000000002
2187,2013,36055,36011,MB,12178716,648153.04
2183,2013,36055,36013,DR,13105972,1947.8300000000002
2187,2013,36055,36013,MB,13105972,648153.04
2183,2013,36055,36015,DR,13072048,1947.8300000000002
2187,2013,36055,36015,MB,13072048,648153.04
2183,2013,36055,36017,DR,8752392,1947.8300000000002
2187,2013,36055,36017,MB,8752392,648153.04
2183,2013,36055,36019,DR,4161344,1947.8300000000002
2187,2013,36055,36019,MB,4161344,648153.04
2183,2013,36055,36021,DR,2759152,1947.8300000000002
2187,2013,36055,36021,MB,2759152,648153.04
2183,2013,36055,36023,DR,226160,1947.8300000000002
2187,2013,36055,36023,MB,226160,648153.04
2183,2013,36055,36025,DR,3528096,1947.8300000000002
2187,2013,36055,36025,MB,3528096,648153.04
2183,2013,36055,36027,DR,2578224,1947.8300000000002
2187,2013,36055,36027,MB,2578224,648153.04
2183,2013,36055,36029,DR,123155428,1947.8300000000002
2187,2013,36055,36029,MB,123155428,648153.04
2183,2013,36055,36031,DR,4014340,1947.8300000000002
2187,2013,36055,36031,MB,4014340,648153.04
2183,2013,36055,36033,DR,33924,1947.8300000000002
2187,2013,36055,36033,MB,33924,648153.04
2183,2013,36055,36037,DR,64873996,1947.8300000000002
2187,2013,36055,36037,MB,64873996,648153.04
2183,2013,36055,36039,DR,79156,1947.8300000000002
2187,2013,36055,36039,MB,79156,648153.04
2183,2013,36055,36043,DR,5767080,1947.8300000000002
2187,2013,36055,36043,MB,5767080,648153.04
2183,2013,36055,36045,DR,2894848,1947.8300000000002
2187,2013,36055,36045,MB,2894848,648153.04
2183,2013,36055,36047,DR,8582772,1947.8300000000002
2187,2013,36055,36047,MB,8582772,648153.04
2183,2013,36055,36049,DR,3494172,1947.8300000000002
2187,2013,36055,36049,MB,3494172,648153.04
2183,2013,36055,36051,DR,107482540,1947.8300000000002
2187,2013,36055,36051,MB,107482540,648153.04
2183,2013,36055,36053,DR,10369436,1947.8300000000002
2187,2013,36055,36053,MB,10369436,648153.04
2183,2013,36055,36057,DR,4455352,1947.8300000000002
2187,2013,36055,36057,MB,4455352,648153.04
2183,2013,36055,36059,DR,7101424,1947.8300000000002
2187,2013,36055,36059,MB,7101424,648153.04
2183,2013,36055,36061,DR,10934836,1947.8300000000002
2187,2013,36055,36061,MB,10934836,648153.04
2183,2013,36055,36063,DR,29219872,1947.8300000000002
2187,2013,36055,36063,MB,29219872,648153.04
2183,2013,36055,36065,DR,6072396,1947.8300000000002
2187,2013,36055,36065,MB,6072396,648153.04
2183,2013,36055,36067,DR,71817108,1947.8300000000002
2187,2013,36055,36067,MB,71817108,648153.04
2183,2013,36055,36069,DR,168048188,1947.8300000000002
2187,2013,36055,36069,MB,168048188,648153.04
2183,2013,36055,36071,DR,4726744,1947.8300000000002
2187,2013,36055,36071,MB,4726744,648153.04
2183,2013,36055,36073,DR,58982528,1947.8300000000002
2187,2013,36055,36073,MB,58982528,648153.04
2183,2013,36055,36075,DR,16690608,1947.8300000000002
2187,2013,36055,36075,MB,16690608,648153.04
2183,2013,36055,36079,DR,644556,1947.8300000000002
2187,2013,36055,36079,MB,644556,648153.04
2183,2013,36055,36081,DR,4918980,1947.8300000000002
2187,2013,36055,36081,MB,4918980,648153.04
2183,2013,36055,36083,DR,5959316,1947.8300000000002
2187,2013,36055,36083,MB,5959316,648153.04
2183,2013,36055,36085,DR,814176,1947.8300000000002
2187,2013,36055,36085,MB,814176,648153.04
2183,2013,36055,36087,DR,1899744,1947.8300000000002
2187,2013,36055,36087,MB,1899744,648153.04
2183,2013,36055,36089,DR,5552228,1947.8300000000002
2187,2013,36055,36089,MB,5552228,648153.04
2183,2013,36055,36091,DR,8367920,1947.8300000000002
2187,2013,36055,36091,MB,8367920,648153.04
2183,2013,36055,36093,DR,5405224,1947.8300000000002
2187,2013,36055,36093,MB,5405224,648153.04
2183,2013,36055,36097,DR,2465144,1947.8300000000002
2187,2013,36055,36097,MB,2465144,648153.04
2183,2013,36055,36099,DR,11816860,1947.8300000000002
2187,2013,36055,36099,MB,11816860,648153.04
2183,2013,36055,36101,DR,23995576,1947.8300000000002
2187,2013,36055,36101,MB,23995576,648153.04
2183,2013,36055,36103,DR,9668340,1947.8300000000002
2187,2013,36055,36103,MB,9668340,648153.04
2183,2013,36055,36105,DR,2250292,1947.8300000000002
2187,2013,36055,36105,MB,2250292,648153.04
2183,2013,36055,36107,DR,7237120,1947.8300000000002
2187,2013,36055,36107,MB,7237120,648153.04
2183,2013,36055,36109,DR,508860,1947.8300000000002
2187,2013,36055,36109,MB,508860,648153.04
2183,2013,36055,36111,DR,2091980,1947.8300000000002
2187,2013,36055,36111,MB,2091980,648153.04
2183,2013,36055,36113,DR,5099908,1947.8300000000002
2187,2013,36055,36113,MB,5099908,648153.04
2183,2013,36055,36117,DR,180385216,1947.8300000000002
2187,2013,36055,36117,MB,180385216,648153.04
2183,2013,36055,36119,DR,6219400,1947.8300000000002
2187,2013,36055,36119,MB,6219400,648153.04
2183,2013,36055,36121,DR,22808236,1947.8300000000002
2187,2013,36055,36121,MB,22808236,648153.04
2183,2013,36055,36123,DR,6332480,1947.8300000000002
2187,2013,36055,36123,MB,6332480,648153.04
2183,2014,36055,36001,DR,11590700,648153.0399999999
2187,2014,36055,36001,MB,11590700,648153.0400000002
2183,2014,36055,36003,DR,5778388,648153.0399999999
2187,2014,36055,36003,MB,5778388,648153.0400000002
2183,2014,36055,36005,DR,4749360,648153.0399999999
2187,2014,36055,36005,MB,4749360,648153.0400000002
2183,2014,36055,36007,DR,17606556,648153.0399999999
2187,2014,36055,36007,MB,17606556,648153.0400000002
2183,2014,36055,36009,DR,9430872,648153.0399999999
2187,2014,36055,36009,MB,9430872,648153.0400000002
2183,2014,36055,36011,DR,15141412,648153.0399999999
2187,2014,36055,36011,MB,15141412,648153.0400000002
2183,2014,36055,36013,DR,11568084,648153.0399999999
2187,2014,36055,36013,MB,11568084,648153.0400000002
2183,2014,36055,36015,DR,12574496,648153.0399999999
2187,2014,36055,36015,MB,12574496,648153.0400000002
2183,2014,36055,36017,DR,4749360,648153.0399999999
2187,2014,36055,36017,MB,4749360,648153.0400000002
2183,2014,36055,36019,DR,3742948,648153.0399999999
2187,2014,36055,36019,MB,3742948,648153.0400000002
2183,2014,36055,36021,DR,1684892,648153.0399999999
2187,2014,36055,36021,MB,1684892,648153.0400000002
2183,2014,36055,36023,DR,4116112,648153.0399999999
2187,2014,36055,36023,MB,4116112,648153.0400000002
2183,2014,36055,36025,DR,1153416,648153.0399999999
2187,2014,36055,36025,MB,1153416,648153.0400000002
2183,2014,36055,36027,DR,2962696,648153.0399999999
2187,2014,36055,36027,MB,2962696,648153.0400000002
2183,2014,36055,36029,DR,126287744,648153.0399999999
2187,2014,36055,36029,MB,126287744,648153.0400000002
2183,2014,36055,36031,DR,1605736,648153.0399999999
2187,2014,36055,36031,MB,1605736,648153.0400000002
2183,2014,36055,36033,DR,2205060,648153.0399999999
2187,2014,36055,36033,MB,2205060,648153.0400000002
2183,2014,36055,36035,DR,2250292,648153.0399999999
2187,2014,36055,36035,MB,2250292,648153.0400000002
2183,2014,36055,36037,DR,65869100,648153.0399999999
2187,2014,36055,36037,MB,65869100,648153.0400000002
2183,2014,36055,36039,DR,1379576,648153.0399999999
2187,2014,36055,36039,MB,1379576,648153.0400000002
2183,2014,36055,36041,DR,169620,648153.0399999999
2187,2014,36055,36041,MB,169620,648153.0400000002
2183,2014,36055,36043,DR,2725228,648153.0399999999
2187,2014,36055,36043,MB,2725228,648153.0400000002
2183,2014,36055,36045,DR,5382608,648153.0399999999
2187,2014,36055,36045,MB,5382608,648153.0399999999
2183,2014,36055,36047,DR,11387156,648153.0399999999
2187,2014,36055,36047,MB,11387156,648153.0399999999
2183,2014,36055,36049,DR,1198648,648153.0399999999
2187,2014,36055,36049,MB,1198648,648153.0399999999
2183,2014,36055,36051,DR,107980092,648153.0399999999
2187,2014,36055,36051,MB,107980092,648153.0399999999
2183,2014,36055,36053,DR,8967244,648153.0399999999
2187,2014,36055,36053,MB,8967244,648153.0399999999
2183,2014,36055,36057,DR,1877128,648153.0399999999
2187,2014,36055,36057,MB,1877128,648153.0399999999
2183,2014,36055,36059,DR,8854164,648153.0399999999
2187,2014,36055,36059,MB,8854164,648153.0399999999
2183,2014,36055,36061,DR,14395084,648153.0399999999
2187,2014,36055,36061,MB,14395084,648153.0399999999
2183,2014,36055,36063,DR,30825608,648153.0399999999
2187,2014,36055,36063,MB,30825608,648153.0399999999
2183,2014,36055,36065,DR,9023784,648153.0399999999
2187,2014,36055,36065,MB,9023784,648153.0399999999
2183,2014,36055,36067,DR,69261500,648153.0399999999
2187,2014,36055,36067,MB,69261500,648153.0399999999
2183,2014,36055,36069,DR,169812236,648153.0399999999
2187,2014,36055,36069,MB,169812236,648153.0399999999
2183,2014,36055,36071,DR,5020752,648153.0399999999
2187,2014,36055,36071,MB,5020752,648153.0399999999
2183,2014,36055,36073,DR,57625568,648153.0399999999
2187,2014,36055,36073,MB,57625568,648153.0399999999
2183,2014,36055,36075,DR,16487064,648153.0399999999
2187,2014,36055,36075,MB,16487064,648153.0399999999
2183,2014,36055,36077,DR,1481348,648153.0399999999
2187,2014,36055,36077,MB,1481348,648153.0399999999
2183,2014,36055,36079,DR,915948,648153.0399999999
2187,2014,36055,36079,MB,915948,648153.0399999999
2183,2014,36055,36081,DR,5665308,648153.0399999999
2187,2014,36055,36081,MB,5665308,648153.0399999999
2183,2014,36055,36083,DR,6671720,648153.0399999999
2187,2014,36055,36083,MB,6671720,648153.0399999999
2183,2014,36055,36085,DR,1413500,648153.0399999999
2187,2014,36055,36085,MB,1413500,648153.0399999999
2183,2014,36055,36087,DR,1933668,648153.0399999999
2187,2014,36055,36087,MB,1933668,648153.0399999999
2183,2014,36055,36089,DR,5179064,648153.0399999999
2187,2014,36055,36089,MB,5179064,648153.0399999999
2183,2014,36055,36091,DR,8356612,648153.0399999999
2187,2014,36055,36091,MB,8356612,648153.0399999999
2183,2014,36055,36093,DR,6049780,648153.0399999999
2187,2014,36055,36093,MB,6049780,648153.0399999999
2183,2014,36055,36095,DR,927256,648153.0399999999
2187,2014,36055,36095,MB,927256,648153.0399999999
2183,2014,36055,36097,DR,2419912,648153.0399999999
2187,2014,36055,36097,MB,2419912,648153.0399999999
2183,2014,36055,36099,DR,3426324,648153.0399999999
2187,2014,36055,36099,MB,3426324,648153.0399999999
2183,2014,36055,36101,DR,24719288,648153.0399999999
2187,2014,36055,36101,MB,24719288,648153.0399999999
2183,2014,36055,36103,DR,11251460,648153.0399999999
2187,2014,36055,36103,MB,11251460,648153.0399999999
2183,2014,36055,36105,DR,1797972,648153.0399999999
2187,2014,36055,36105,MB,1797972,648153.0399999999
2183,2014,36055,36107,DR,4771976,648153.0399999999
2187,2014,36055,36107,MB,4771976,648153.0399999999
2183,2014,36055,36109,DR,8707160,648153.0399999999
2187,2014,36055,36109,MB,8707160,648153.0399999999
2183,2014,36055,36111,DR,2408604,648153.0399999999
2187,2014,36055,36111,MB,2408604,648153.0399999999
2183,2014,36055,36113,DR,2521684,648153.0399999999
2187,2014,36055,36113,MB,2521684,648153.0399999999
2183,2014,36055,36115,DR,2860924,648153.0399999999
2187,2014,36055,36115,MB,2860924,648153.0399999999
2183,2014,36055,36117,DR,178033152,648153.0399999999
2187,2014,36055,36117,MB,178033152,648153.0399999999
2183,2014,36055,36119,DR,7463280,648153.0399999999
2187,2014,36055,36119,MB,7463280,648153.0399999999
2183,2014,36055,36121,DR,22491612,648153.0399999999
2187,2014,36055,36121,MB,22491612,648153.0399999999
2183,2014,36055,36123,DR,6027164,648153.0399999999
2187,2014,36055,36123,MB,6027164,648153.0399999999
2183,2015,36055,36001,DR,10493824,648153.04
2187,2015,36055,36001,MB,10493824,648153.04
2183,2015,36055,36003,DR,5314760,648153.04
2187,2015,36055,36003,MB,5314760,648153.04
2183,2015,36055,36005,DR,4183960,648153.04
2187,2015,36055,36005,MB,4183960,648153.04
2183,2015,36055,36007,DR,17029848,648153.04
2187,2015,36055,36007,MB,17029848,648153.04
2183,2015,36055,36009,DR,8978552,648153.04
2187,2015,36055,36009,MB,8978552,648153.04
2183,2015,36055,36011,DR,13298208,648153.04
2187,2015,36055,36011,MB,13298208,648153.04
2183,2015,36055,36013,DR,11432388,648153.04
2187,2015,36055,36013,MB,11432388,648153.04
2183,2015,36055,36015,DR,12653652,648153.04
2187,2015,36055,36015,MB,12653652,648153.04
2183,2015,36055,36017,DR,4444044,648153.04
2187,2015,36055,36017,MB,4444044,648153.04
2183,2015,36055,36019,DR,3494172,648153.04
2187,2015,36055,36019,MB,3494172,648153.04
2183,2015,36055,36021,DR,1458732,648153.04
2187,2015,36055,36021,MB,1458732,648153.04
2183,2015,36055,36023,DR,4591048,648153.04
2187,2015,36055,36023,MB,4591048,648153.04
2183,2015,36055,36025,DR,825484,648153.04
2187,2015,36055,36025,MB,825484,648153.04
2183,2015,36055,36027,DR,2883540,648153.04
2187,2015,36055,36027,MB,2883540,648153.04
2183,2015,36055,36029,DR,121357456,648153.04
2187,2015,36055,36029,MB,121357456,648153.04
2183,2015,36055,36031,DR,1809280,648153.04
2187,2015,36055,36031,MB,1809280,648153.04
2183,2015,36055,36033,DR,2261600,648153.04
2187,2015,36055,36033,MB,2261600,648153.04
2183,2015,36055,36035,DR,1843204,648153.04
2187,2015,36055,36035,MB,1843204,648153.04
2183,2015,36055,36037,DR,64726992,648153.04
2187,2015,36055,36037,MB,64726992,648153.04
2183,2015,36055,36039,DR,961180,648153.04
2187,2015,36055,36039,MB,961180,648153.04
2183,2015,36055,36041,DR,158312,648153.04
2187,2015,36055,36041,MB,158312,648153.04
2183,2015,36055,36043,DR,2589532,648153.04
2187,2015,36055,36043,MB,2589532,648153.04
2183,2015,36055,36045,DR,4862440,648153.04
2187,2015,36055,36045,MB,4862440,648153.04
2183,2015,36055,36047,DR,9702264,648153.04
2187,2015,36055,36047,MB,9702264,648153.04
2183,2015,36055,36049,DR,1074260,648153.04
2187,2015,36055,36049,MB,1074260,648153.04
2183,2015,36055,36051,DR,109642368,648153.04
2187,2015,36055,36051,MB,109642368,648153.04
2183,2015,36055,36053,DR,9193404,648153.04
2187,2015,36055,36053,MB,9193404,648153.04
2183,2015,36055,36057,DR,2024132,648153.04
2187,2015,36055,36057,MB,2024132,648153.04
2183,2015,36055,36059,DR,9521336,648153.04
2187,2015,36055,36059,MB,9521336,648153.04
2183,2015,36055,36061,DR,6400328,648153.04
2187,2015,36055,36061,MB,6400328,648153.04
2183,2015,36055,36063,DR,28937172,648153.04
2187,2015,36055,36063,MB,28937172,648153.04
2183,2015,36055,36065,DR,9125556,648153.04
2187,2015,36055,36065,MB,9125556,648153.04
2183,2015,36055,36067,DR,70267912,648153.04
2187,2015,36055,36067,MB,70267912,648153.04
2183,2015,36055,36069,DR,166566840,648153.04
2187,2015,36055,36069,MB,166566840,648153.04
2183,2015,36055,36071,DR,4907672,648153.04
2187,2015,36055,36071,MB,4907672,648153.04
2183,2015,36055,36073,DR,56698312,648153.04
2187,2015,36055,36073,MB,56698312,648153.04
2183,2015,36055,36075,DR,16848920,648153.04
2187,2015,36055,36075,MB,16848920,648153.04
2183,2015,36055,36077,DR,1311728,648153.04
2187,2015,36055,36077,MB,1311728,648153.04
2183,2015,36055,36079,DR,893332,648153.04
2187,2015,36055,36079,MB,893332,648153.04
2183,2015,36055,36081,DR,7689440,648153.04
2187,2015,36055,36081,MB,7689440,648153.04
2183,2015,36055,36083,DR,5812312,648153.04
2187,2015,36055,36083,MB,5812312,648153.04
2183,2015,36055,36085,DR,1130800,648153.04
2187,2015,36055,36085,MB,1130800,648153.04
2183,2015,36055,36087,DR,2159828,648153.04
2187,2015,36055,36087,MB,2159828,648153.04
2183,2015,36055,36089,DR,5122524,648153.04
2187,2015,36055,36089,MB,5122524,648153.04
2183,2015,36055,36091,DR,8435768,648153.04
2187,2015,36055,36091,MB,8435768,648153.04
2183,2015,36055,36093,DR,5461764,648153.04
2187,2015,36055,36093,MB,5461764,648153.04
2183,2015,36055,36095,DR,701096,648153.04
2187,2015,36055,36095,MB,701096,648153.04
2183,2015,36055,36097,DR,2487760,648153.04
2187,2015,36055,36097,MB,2487760,648153.04
2183,2015,36055,36099,DR,3154932,648153.04
2187,2015,36055,36099,MB,3154932,648153.04
2183,2015,36055,36101,DR,24481820,648153.04
2187,2015,36055,36101,MB,24481820,648153.04
2183,2015,36055,36103,DR,12540572,648153.04
2187,2015,36055,36103,MB,12540572,648153.04
2183,2015,36055,36105,DR,1797972,648153.04
2187,2015,36055,36105,MB,1797972,648153.04
2183,2015,36055,36107,DR,4364888,648153.04
2187,2015,36055,36107,MB,4364888,648153.04
2183,2015,36055,36109,DR,8062604,648153.04
2187,2015,36055,36109,MB,8062604,648153.04
2183,2015,36055,36111,DR,2080672,648153.04
2187,2015,36055,36111,MB,2080672,648153.04
2183,2015,36055,36113,DR,2657380,648153.04
2187,2015,36055,36113,MB,2657380,648153.04
2183,2015,36055,36115,DR,2363372,648153.04
2187,2015,36055,36115,MB,2363372,648153.04
2183,2015,36055,36117,DR,179842432,648153.04
2187,2015,36055,36117,MB,179842432,648153.04
2183,2015,36055,36119,DR,6716952,648153.04
2187,2015,36055,36119,MB,6716952,648153.04
2183,2015,36055,36121,DR,22808236,648153.04
2187,2015,36055,36121,MB,22808236,648153.04
2183,2015,36055,36123,DR,6298556,648153.04
2187,2015,36055,36123,MB,6298556,648153.04
2183,2016,36055,36001,DR,10912220,648153.0399999999
2187,2016,36055,36001,MB,10912220,648153.0399999999
2183,2016,36055,36003,DR,5540920,648153.0399999999
2187,2016,36055,36003,MB,5540920,648153.0399999999
2183,2016,36055,36005,DR,4308348,648153.0399999999
2187,2016,36055,36005,MB,4308348,648153.0399999999
2183,2016,36055,36007,DR,18149340,648153.0399999999
2187,2016,36055,36007,MB,18149340,648153.0399999999
2183,2016,36055,36009,DR,9589184,648153.0399999999
2187,2016,36055,36009,MB,9589184,648153.0399999999
2183,2016,36055,36011,DR,14700400,648153.0399999999
2187,2016,36055,36011,MB,14700400,648153.0399999999
2183,2016,36055,36013,DR,11138380,648153.0399999999
2187,2016,36055,36013,MB,11138380,648153.0399999999
2183,2016,36055,36015,DR,12732808,648153.0399999999
2187,2016,36055,36015,MB,12732808,648153.0399999999
2183,2016,36055,36017,DR,5077292,648153.0399999999
2187,2016,36055,36017,MB,5077292,648153.0399999999
2183,2016,36055,36019,DR,3663792,648153.0399999999
2187,2016,36055,36019,MB,3663792,648153.0399999999
2183,2016,36055,36021,DR,1356960,648153.0399999999
2187,2016,36055,36021,MB,1356960,648153.0399999999
2183,2016,36055,36023,DR,4692820,648153.0399999999
2187,2016,36055,36023,MB,4692820,648153.0399999999
2183,2016,36055,36025,DR,1164724,648153.0399999999
2187,2016,36055,36025,MB,1164724,648153.0399999999
2183,2016,36055,36027,DR,3121008,648153.0399999999
2187,2016,36055,36027,MB,3121008,648153.0399999999
2183,2016,36055,36029,DR,123766060,648153.0399999999
2187,2016,36055,36029,MB,123766060,648153.0399999999
2183,2016,36055,36031,DR,1583120,648153.0399999999
2187,2016,36055,36031,MB,1583120,648153.0399999999
2183,2016,36055,36033,DR,2001516,648153.0399999999
2187,2016,36055,36033,MB,2001516,648153.0399999999
2183,2016,36055,36035,DR,2284216,648153.0399999999
2187,2016,36055,36035,MB,2284216,648153.0399999999
2183,2016,36055,36037,DR,65281084,648153.0399999999
2187,2016,36055,36037,MB,65281084,648153.0399999999
2183,2016,36055,36039,DR,1006412,648153.0399999999
2187,2016,36055,36039,MB,1006412,648153.0399999999
2183,2016,36055,36041,DR,158312,648153.0399999999
2187,2016,36055,36041,MB,158312,648153.0399999999
2183,2016,36055,36043,DR,2691304,648153.0399999999
